Date,Year,Month,country_code,region_code,area_km2,NDVI_d,dewpoint_temperature_2m_d,humidity_d,max_temperature_2m_d,min_temperature_2m_d,surface_pressure_d,temperature_2m_d,total_precipitation_d,u_component_of_wind_10m_d,v_component_of_wind_10m_d,max_elevation_d,mean_elevation_d,min_elevation_d,stdDev_elevation_d,variance_elevation_d
2001-01-01,2001,1,AR,AR-W,89507.068,0.6564629316349051,292.3890599468692,66.66567940332567,304.89739003945834,293.99934395725916,100354.2442479268,299.62586623738594,0.0034371821724540814,-1.8261014449134063,0.383249540146567,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-02,2001,1,AR,AR-W,89507.068,0.6564629316349051,292.1265550769619,64.19715590743208,305.46673131214214,293.82280630560393,100289.44579367607,299.9815062497796,-1.6763806343078613e-06,-2.1303362977358153,0.21575707356750298,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-03,2001,1,AR,AR-W,89507.068,0.6564629316349051,293.4912239079691,64.83963171318777,308.23842457132764,293.7552774611367,100160.33571106415,301.1027938961493,0.08795804970217315,-2.4338961734641162,-1.0590295347644472,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-04,2001,1,AR,AR-W,89507.068,0.6564629316349051,296.7408767068528,69.11259553815074,308.5761038507256,298.74734422212805,100288.35930307879,303.30438914386514,0.7759522857356769,-1.1371560454804022,-1.825687845576075,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-05,2001,1,AR,AR-W,89507.068,0.6564629316349051,296.0584061775495,70.38068757963985,307.7196502821486,298.3455285230187,100297.03931492027,302.3574787204916,1.4378883362813382,-1.117338395440486,-1.5561564720787848,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-06,2001,1,AR,AR-W,89507.068,0.6564629316349051,296.61637463892214,71.179602515861,307.6597032895342,298.4624916906345,99833.9713322036,302.57321533757744,2.7404082143073465,-0.9684538886808628,-3.4766870406147348,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-07,2001,1,AR,AR-W,89507.068,0.6564629316349051,295.77323639972707,74.57382030673344,305.29673352382844,297.4472344376917,99452.05063091149,300.94269187253434,8.586841157142809,-1.5746999180797665,-4.22448791809105,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-08,2001,1,AR,AR-W,89507.068,0.6564629316349051,295.37724347518684,82.93670154741054,302.0746296543175,295.987135196855,99628.41916032208,298.63535779416145,28.871612709251853,-1.3601041085241163,-2.0620358089069044,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-09,2001,1,AR,AR-W,89507.068,0.6564629316349051,295.788723898435,84.54102710552739,302.5716714729298,295.6653016247799,99879.82997731927,298.67887967503844,13.361227388969192,-2.3316682323166487,-1.5280289184564275,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-10,2001,1,AR,AR-W,89507.068,0.6564629316349051,295.0541880127794,86.55713308599834,300.7580254424416,292.2396356553527,99740.24017765002,297.488621355965,29.620802918757523,-0.5994369016605477,-1.1742715194178384,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-11,2001,1,AR,AR-W,89507.068,0.6564629316349051,285.86379280776816,65.12031008333346,297.37533285221735,288.88658033066116,100828.66106408135,293.0689582604937,0.29264575779774765,-0.4343273309892055,5.763761109054572,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-12,2001,1,AR,AR-W,89507.068,0.6564629316349051,285.8336067188377,63.30812519916945,299.36343260808843,286.5461465122225,100801.9971296475,293.3385160386919,2.9721431128378463e-05,-3.256091014431358,1.1399556562292767,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-13,2001,1,AR,AR-W,89507.068,0.6564629316349051,291.6862477950927,74.62690653599226,302.4914891990139,290.81540099060885,100370.5310019878,296.6493103866546,0.6051198904562244,-2.0877751774265945,-0.5997848505088953,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-14,2001,1,AR,AR-W,89507.068,0.6564629316349051,295.2261661394281,80.74282025876619,303.1977763363164,295.67444001902595,100580.41602687721,298.96400141989295,5.525318275161483,-1.3530836417477188,-1.0700179816329272,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-15,2001,1,AR,AR-W,89507.068,0.6564629316349051,295.124458349692,80.95607121635331,303.84298022640013,295.0807347586257,100548.80182897966,298.8380642255581,3.5220358308865776,-1.5466003320598325,-0.7931974801358966,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-16,2001,1,AR,AR-W,89507.068,0.6564629316349051,295.92951591406967,80.66535882409052,304.2064049762622,295.79588592469486,100315.38146803722,299.6739825190772,10.77731464529104,-1.127664145862163,-2.41504916373671,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-17,2001,1,AR,AR-W,89507.068,0.6564629316349051,296.1404658244666,83.08788250793017,303.3620600257724,296.58175542905843,100204.65005387129,299.3259798854123,5.331108945329722,-0.995845727661892,-3.6341232798151473,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-18,2001,1,AR,AR-W,89507.068,0.6564629316349051,295.4264631113332,78.45119398782268,303.2089318197681,296.8313874916855,100193.25971052406,299.6754659729856,11.766320137109187,-0.1020260197268577,-3.30599167560493,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-19,2001,1,AR,AR-W,89507.068,0.6564629316349051,294.7569226516839,87.53198051120577,299.3250061731168,295.1353547083281,100693.53625478852,296.99882532246505,35.662166769764816,-2.0890152143626333,2.070069777634192,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-20,2001,1,AR,AR-W,89507.068,0.6564629316349051,292.4860618597198,78.02679348134347,301.37718986415604,292.73066269077685,100910.31212740167,296.71469355555604,1.053226547474578,-3.5220693622567447,2.0016766498588274,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-21,2001,1,AR,AR-W,89507.068,0.6564629316349051,293.0511474736252,74.22318426305169,303.6779609875474,293.07401231273076,100463.39536043194,298.1345969644939,0.6976681895165316,-3.1323176221014326,0.24224223197864925,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-22,2001,1,AR,AR-W,89507.068,0.6564629316349051,294.63872645935953,84.51602305785272,300.1379394322809,294.57388790697263,100281.56305286533,297.4718914490778,16.006262135151964,-1.9834386521877676,-0.3403867403901598,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-23,2001,1,AR,AR-W,89507.068,0.6564629316349051,294.83864595182456,85.6362411566109,302.7527628721501,293.6028377050144,100439.14427790167,297.57264728776096,5.5477638444892845,-1.268115229789156,0.2736049707791005,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-24,2001,1,AR,AR-W,89507.068,0.6564629316349051,296.38209282746544,80.92247027010572,305.3124752788946,295.02589170906003,100511.22975348188,300.2096861623886,0.6865318372676166,-1.1068548970422272,0.6708367896971145,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-25,2001,1,AR,AR-W,89507.068,0.6564629316349051,296.00672012041804,75.0283137321398,306.4081760494175,295.4620340502147,100421.0551269154,301.26842033185477,0.5062849634430042,-0.5979610627927867,1.0785645215529867,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-26,2001,1,AR,AR-W,89507.068,0.6564629316349051,296.02868496284856,74.01009066092031,306.1913256485755,296.271270731109,100193.76177976704,301.42189665611573,0.11808740707950574,-1.0552223820655042,-0.48066810639331176,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-27,2001,1,AR,AR-W,89507.068,0.6564629316349051,296.6321777907446,78.10560169608863,304.8187625207803,295.9126267736481,99931.94042603344,300.8962133744837,4.903810133573644,-0.4017369887579299,-1.7295375905920816,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-28,2001,1,AR,AR-W,89507.068,0.6564629316349051,294.98102802263696,87.28610276449922,300.65629880419937,294.1367247603514,99815.00187227163,297.3200776304691,26.751253915122984,-1.9916978296134307,-0.7277982698545717,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-29,2001,1,AR,AR-W,89507.068,0.6564629316349051,293.89903897378747,88.07657437583462,300.4628940298387,293.6200644872658,100070.95839844907,296.1475900177747,17.278340463722355,-2.288897521035819,1.9872167968899386,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-30,2001,1,AR,AR-W,89507.068,0.6564629316349051,295.32122833909904,82.36370656135034,303.5018753828426,295.23067526248917,99817.13855738103,298.66153175864684,3.751698326322331,-3.021875336085658,-0.5491192415316807,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-01-31,2001,1,AR,AR-W,89507.068,0.6564629316349051,297.7151435806284,85.78983432154025,306.43262590486586,296.9409184844149,99683.85321761592,300.4725655781555,17.107971094728136,-1.7507340249220433,-1.7831034035033984,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-01,2001,2,AR,AR-W,89507.068,0.698760738659644,296.1778412735248,87.36248175890569,301.8423773850582,295.2791394059643,99945.23401168184,298.52080542187196,16.946785059397325,-1.5707576337584672,-0.49833405240458617,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-02,2001,2,AR,AR-W,89507.068,0.698760738659644,296.8340443335129,83.05418698517984,305.6322325119505,296.39321250709344,99682.65935258838,300.1267343335218,15.211396906982895,-0.22743849799053115,-2.1925307533842537,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-03,2001,2,AR,AR-W,89507.068,0.698760738659644,296.1523757094461,85.7023915358138,302.23236211405276,296.5154944008246,100029.71453564877,298.82485355713186,12.8590913012723,-2.2730414627116904,1.3114626780406968,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-04,2001,2,AR,AR-W,89507.068,0.698760738659644,294.5491331503411,81.90379712957052,301.88344116899685,294.9416827279839,100357.05229391552,297.97354164583464,4.183312383712523,-2.551565356435334,1.9959296756903857,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-05,2001,2,AR,AR-W,89507.068,0.698760738659644,295.6968059554522,83.13275872529178,302.2482219663645,295.8637355961452,100165.99536293761,298.90717514191243,7.416045980602336,-1.5780380284540356,0.18401793650016227,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-06,2001,2,AR,AR-W,89507.068,0.698760738659644,296.0094982984831,78.96179370916703,306.3911149687161,294.85799438001675,100002.32687612288,300.4398459393557,0.22391303516650016,-0.5537102703428116,-0.6432469740494828,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-07,2001,2,AR,AR-W,89507.068,0.698760738659644,297.2191209769866,77.51303575326725,306.87329694803776,296.8686298149004,99953.04946532375,301.7771985101086,0.3984552718663134,-1.3680342988304615,-2.39623733756519,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-08,2001,2,AR,AR-W,89507.068,0.698760738659644,298.2152022585886,77.69986381540285,307.2094525045345,299.3310461686061,99924.52525223463,302.7111600135095,0.11485533954133921,-2.8476042183170396,-2.7227882859882038,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-09,2001,2,AR,AR-W,89507.068,0.698760738659644,297.09291397659314,75.26050451363459,308.58210288030403,297.1725433407611,99729.53921608659,302.20999502304454,0.03477947541353852,-2.1787068626231663,-3.167593323222217,239,67.54401414194024,6,17.8565200009947,318.8553065459237
2001-02-10,2001,2,AR,AR-W,89507.068,0.698760738659644,298.296081499468,76.40744748886951,307.47452504882517,299.08975816864756,99702.98020820956,303.0337054198304,0.2422743484947816,-1.3878105762573105,-3.1020187985205325,239,67.54401414194024,6,17.8565200009947,318.8553065459237
